15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
15	366	-3
17	362	4
19	356	12
21	352	18
23	347	24
24	341	30
24	335	36
25	329	41
26	321	46
26	311	51
25	303	54
24	295	58
23	286	60
19	272	63
16	258	65
13	244	66
10	232	67
8	221	68
6	210	69
5	197	70
5	184	70
4	170	70
4	157	70
3	141	71
2	128	71
1	115	72
1	99	74
2	88	75
5	76	76
12	64	77
22	51	77
33	42	78
44	37	78
64	30	78
74	28	79
91	26	80
109	25	81
121	24	81
137	23	80
159	20	79
165	19	78
182	17	78
199	16	78
214	15	78
227	15	79
238	15	81
261	15	78
289	15	64
302	14	54
315	13	35
321	11	18
321	9	6
320	8	0
318	7	-6
317	7	-7
317	7	-8
315	7	-8
316	7	-9
320	7	-9
