12	372	-19
12	372	-19
12	372	-19
12	372	-19
12	371	-19
11	375	-16
11	374	-17
11	367	-24
11	360	-31
11	356	-43
12	341	-56
12	313	-72
12	264	-88
12	225	-93
11	250	-77
12	291	-56
12	360	-25
12	366	-22
12	369	-20
11	371	-19
11	371	-19
11	372	-19
11	372	-19
11	372	-19
12	372	-19
12	373	-19
12	371	-16
12	369	-14
12	366	-10
12	362	-5
14	341	11
15	327	20
17	313	28
20	292	37
23	273	43
26	256	47
31	232	52
37	215	55
46	195	58
57	179	60
70	171	62
87	159	65
100	139	67
120	90	68
137	40	68
154	1	65
170	1	63
187	16	62
203	40	62
217	49	63
240	47	61
254	39	59
266	29	56
282	14	51
291	9	47
298	8	46
304	10	44
306	12	44
311	15	45
312	15	43
313	14	38
313	13	32
314	12	24
314	10	13
314	10	6
314	10	-1
314	10	-5
313	11	-6
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
313	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
314	10	-8
313	10	-8
313	11	-9
313	11	-9
313	11	-9
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	10	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
313	11	-8
