11	373	-25
11	332	-51
11	312	-62
11	312	-62
11	378	-19
11	378	-19
11	378	-18
11	378	-18
11	378	-18
11	378	-18
11	378	-18
11	378	-18
12	375	-14
14	372	-5
18	367	10
23	362	25
30	355	48
33	353	55
46	340	84
50	335	93
53	331	100
64	317	116
73	306	124
84	295	131
94	284	137
110	268	143
122	257	145
134	244	147
146	233	149
158	222	150
175	206	151
186	194	151
196	182	152
205	170	152
219	151	151
228	138	149
233	133	150
241	124	152
250	117	155
255	111	154
267	96	147
272	88	143
276	82	139
286	68	129
297	48	108
300	42	100
302	37	92
307	24	66
310	15	42
312	11	27
314	9	20
318	3	0
319	2	-3
320	1	-5
321	1	-7
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	-1	-8
321	-1	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
321	0	-8
336	0	0
321	0	-8
321	0	-8
321	0	-8
