18	370	-19
19	369	-16
20	367	-10
23	364	0
26	360	13
28	358	23
30	354	37
31	352	49
32	352	57
33	351	63
34	350	69
36	349	74
38	347	80
42	343	86
46	339	91
49	335	94
52	329	96
57	319	102
61	312	107
65	305	112
71	296	116
74	292	117
81	283	117
89	274	117
94	268	116
102	258	115
109	250	114
114	243	114
120	236	112
123	229	110
129	222	108
132	209	106
134	188	105
139	144	102
139	144	102
148	90	99
154	109	101
160	113	103
169	96	106
175	65	108
214	2	110
228	50	107
236	61	107
243	64	106
247	62	107
254	56	107
277	41	98
302	29	87
326	19	73
339	14	60
349	8	40
349	6	28
346	4	13
341	3	4
337	2	-4
