33	362	12
34	361	24
36	359	39
38	357	46
41	354	56
44	350	64
48	344	73
51	340	78
57	331	85
62	324	89
65	320	92
71	312	95
80	302	98
85	295	99
92	287	100
98	279	101
104	272	102
112	263	103
117	259	103
124	255	103
133	253	102
141	253	103
149	253	103
154	254	103
164	255	103
171	254	102
179	251	102
186	248	102
193	242	102
199	236	102
207	227	102
213	221	103
220	211	103
226	202	103
233	191	104
241	177	104
247	164	105
251	155	105
258	139	106
262	127	106
266	113	106
270	101	106
272	92	106
278	68	106
281	57	105
287	42	103
293	31	100
296	25	96
303	19	90
312	13	80
323	9	66
332	6	55
338	4	42
342	2	24
341	0	10
339	0	2
338	-1	-4
339	0	-7
339	0	-9
338	0	-9
337	0	-10
335	0	-10
334	0	-10
335	0	-10
339	0	-10
344	0	-9
351	0	-9
352	0	-9
349	0	-9
345	0	-9
341	0	-9
337	0	-9
