12	366	-3
18	359	4
22	353	9
28	346	16
34	337	26
40	328	36
47	319	48
55	308	61
61	302	68
68	295	76
75	289	83
83	282	90
90	277	95
96	271	100
104	263	104
110	254	107
115	248	108
121	241	110
130	232	111
135	227	112
143	219	114
149	214	114
155	208	114
163	200	113
168	196	113
178	187	113
186	179	112
193	171	110
202	160	107
209	151	105
216	144	103
223	137	102
231	127	100
236	120	99
244	108	96
250	98	92
256	87	90
260	80	89
276	54	77
286	41	66
293	33	55
301	26	39
306	21	26
310	16	15
314	13	6
317	9	-2
318	7	-5
319	6	-7
319	6	-8
319	6	-8
319	6	-8
319	6	-9
319	5	-9
319	5	-9
318	6	-8
318	7	-5
318	9	0
318	12	7
319	17	18
320	25	35
321	33	49
321	44	60
321	68	73
