36	361	-6
40	358	4
44	355	16
47	352	27
53	346	42
57	342	52
62	335	64
67	329	71
73	321	78
77	316	82
83	309	87
87	304	89
94	294	93
99	289	94
104	283	96
111	275	98
116	269	99
123	262	99
130	256	99
138	251	99
146	247	98
151	245	98
159	243	97
167	241	97
174	240	97
181	238	97
189	235	98
196	231	99
201	235	101
207	227	102
212	206	101
218	152	94
228	102	90
233	104	93
238	118	98
244	129	103
249	125	105
254	116	105
258	105	104
266	88	102
272	76	100
280	62	96
289	49	89
297	38	80
304	28	68
312	19	48
317	13	31
319	10	18
322	8	7
325	7	-4
326	7	-6
328	7	-8
329	6	-9
329	6	-9
329	6	-8
329	6	-8
330	6	-8
330	6	-8
329	6	-9
327	6	-8
326	6	-8
329	5	-7
332	5	-7
339	5	-7
343	5	-7
347	5	-8
