24	161	3
26	180	2
28	218	-2
67	316	69
70	312	76
72	308	82
76	301	87
78	297	89
82	292	92
86	287	94
92	281	97
95	277	98
101	271	100
106	266	101
112	259	102
118	253	102
126	247	102
135	242	102
142	239	102
151	237	102
160	235	102
170	234	102
184	232	103
190	231	103
199	228	103
209	223	103
215	220	103
222	214	104
229	207	104
235	200	104
242	191	105
245	185	105
251	174	105
255	165	106
258	156	106
261	146	106
264	132	106
267	121	106
271	106	106
274	97	106
278	87	106
284	71	104
288	61	103
294	48	99
300	37	93
307	25	80
312	18	65
316	12	48
318	8	32
321	4	17
323	2	5
324	1	-2
325	0	-6
325	0	-8
325	0	-9
325	0	-9
325	0	-9
