17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-18
17	372	-19
17	372	-20
17	372	-19
17	371	-17
19	367	-12
23	362	-2
29	354	13
33	348	23
39	342	36
45	336	48
51	329	60
57	323	71
64	316	82
71	308	93
79	301	102
88	291	114
95	284	121
105	275	131
113	266	139
122	257	146
132	245	153
142	235	158
150	235	162
159	226	163
169	204	161
181	152	152
199	98	143
209	101	144
219	114	147
229	125	149
237	122	148
246	114	146
257	100	142
265	88	138
273	75	133
280	62	126
288	49	118
296	38	107
303	29	92
309	21	73
314	16	53
317	12	33
318	9	15
319	8	3
319	8	-3
318	8	-7
318	8	-9
318	8	-10
318	8	-11
318	8	-11
318	8	-11
318	8	-11
317	8	-11
317	8	-11
317	8	-11
317	8	-11
317	8	-11
318	8	-11
318	8	-11
318	8	-11
318	8	-11
318	8	-11
318	8	-11
318	8	-11
318	8	-11
318	9	-11
318	9	-11
317	9	-11
317	8	-11
317	8	-11
317	8	-11
317	8	-11
317	8	-11
317	8	-11
318	8	-11
318	8	-10
318	8	-10
318	8	-10
318	8	-10
318	8	-10
318	8	-10
318	8	-10
