36	354	-16
37	353	-14
39	353	-9
41	352	-3
44	351	4
47	349	13
53	346	28
58	343	41
60	342	47
64	340	56
67	338	66
69	337	71
71	335	78
74	331	85
77	327	89
81	322	92
85	315	95
90	309	96
95	303	97
101	295	97
110	286	99
115	281	100
121	275	101
130	270	102
138	267	102
145	265	103
157	264	104
164	264	104
175	264	106
188	264	110
198	261	112
205	258	113
213	251	113
221	246	112
226	227	109
230	204	106
233	162	99
239	111	90
242	109	89
245	124	90
248	134	91
252	133	89
254	127	87
258	114	84
263	101	82
266	90	80
273	73	79
283	61	76
290	52	73
310	30	58
319	18	45
327	4	23
330	-1	9
332	-2	0
334	-2	-5
337	-1	-8
340	0	-9
344	0	-9
344	0	-9
