24	368	-19
25	368	-17
26	367	-10
27	366	-4
29	365	6
30	363	14
32	360	28
35	357	41
38	354	53
41	351	64
44	348	74
47	345	80
50	341	85
56	334	90
59	329	92
63	322	93
69	314	93
74	308	93
79	301	93
87	292	94
93	285	95
101	276	96
110	267	96
118	261	96
127	255	95
135	253	94
142	252	94
154	252	93
161	253	93
173	253	94
182	253	94
192	251	95
198	248	95
209	240	96
216	233	96
223	224	97
229	214	97
236	200	97
242	189	97
245	180	97
252	161	97
254	152	97
259	132	97
263	117	98
265	109	100
266	101	103
287	57	87
301	34	67
311	21	50
320	8	28
323	5	16
326	1	3
327	0	-3
327	0	-7
326	0	-8
326	0	-9
325	0	-9
325	0	-9
325	0	-9
325	0	-9
325	1	-9
325	1	-9
325	1	-9
326	1	-9
326	1	-9
327	1	-9
328	1	-9
