-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
-0.032,0.07899999,0.013
