0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.13	3.79	-0.32
0.12	3.88	-0.21
0.12	3.87	-0.21
0.13	3.86	-0.21
0.15	3.84	-0.19
0.17	3.8	-0.15
0.22	3.75	-0.08
0.27	3.69	0.01
0.33	3.61	0.13
0.39	3.55	0.23
0.48	3.45	0.39
0.54	3.39	0.49
0.66	3.28	0.66
0.73	3.21	0.77
0.8	3.15	0.87
0.9	3.05	1
1	2.95	1.11
1.08	2.86	1.21
1.15	2.78	1.27
1.22	2.69	1.34
1.29	2.6	1.4
1.36	2.51	1.45
1.44	2.42	1.49
1.56	2.3	1.52
1.65	2.24	1.55
1.73	2.16	1.55
1.84	2.04	1.53
1.95	1.91	1.48
2.03	1.79	1.43
2.12	1.67	1.39
2.25	1.54	1.36
2.34	1.44	1.34
2.42	1.37	1.33
2.53	1.25	1.31
2.58	1.19	1.3
2.65	1.09	1.27
2.76	0.9	1.18
2.86	0.72	1.06
2.87	0.69	1.04
2.96	0.52	0.9
2.99	0.46	0.83
3.04	0.37	0.71
3.07	0.32	0.62
3.13	0.23	0.42
3.16	0.18	0.3
3.19	0.14	0.21
3.22	0.09	0.09
3.24	0.06	0.02
3.25	0.04	-0.02
3.25	0.03	-0.04
3.26	0.03	-0.05
3.26	0.03	-0.06
3.26	0.03	-0.06
3.25	0.03	-0.06
3.25	0.03	-0.06
3.25	0.03	-0.06
