0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0187769
0.03437455,0,0.06843184
0.08460925,0,0.1186665
0.1347791,0,0.1688363
0.1828954,0,0.2169526
0.2363553,0,0.2704125
0.2816367,0,0.3156939
0.3321055,0,0.3661628
0.3854427,0,0.4194999
0.4343596,0,0.4684168
0.4859852,0,0.5200425
0.5355744,0,0.5696318
0.5822731,0,0.6163304
0.633704,0,0.6677613
0.6824803,0,0.7165377
0.7359661,0,0.7700235
0.7812485,0,0.8153058
0.8354793,0,0.8695366
0.8823965,0,0.9164538
0.9318143,0,0.9658716
0.9834134,0,1.017471
1.035939,0,1.039842
1.082994,0,1.039842
1.131887,0,1.073544
1.18436,0,1.126017
1.231555,0,1.173212
1.285481,0,1.227138
1.334184,0,1.27584
1.339126,0.0352641,1.309116
1.339126,0.0868794,1.309116
1.339126,0.1347115,1.309116
1.339126,0.1829915,1.309116
1.339126,0.2331489,1.309116
1.339126,0.2820954,1.309116
1.339126,0.3364733,1.309116
1.339126,0.3814586,1.309116
1.339126,0.4364736,1.309116
1.339126,0.4819384,1.309116
1.339126,0.5332586,1.309116
1.339126,0.5839084,1.309116
1.339126,0.6360394,1.309116
1.339126,0.6846226,1.309116
1.339126,0.7333162,1.353075
1.339126,0.7858443,1.405603
1.339126,0.8369688,1.456727
1.339126,0.8841642,1.503922
1.339126,0.9339299,1.553688
1.339126,0.9827901,1.602548
1.339126,1.036919,1.656677
1.339126,1.086248,1.706006
1.339126,1.136441,1.756199
1.339126,1.186363,1.806121
1.339126,1.232987,1.852745
1.339126,1.28294,1.902698
1.339126,1.336784,1.956542
1.339126,1.384345,2.004103
1.339126,1.433539,2.053297
1.339126,1.482508,2.102266
1.339126,1.53557,2.155328
1.339126,1.584936,2.204694
1.339126,1.635711,2.255469
1.339126,1.679952,2.29971
1.339126,1.733687,2.353445
1.339126,1.78327,2.374594
1.339126,1.834635,2.374594
1.339126,1.881975,2.374594
1.339126,1.933466,2.374594
1.339126,1.985227,2.374594
1.339126,2.032529,2.374594
